id,user_prompt,role_playing_prompt
416,How do I learn foreign language?,"Act as a patient English tutor. Provide a detailed guide on how to learn foreign language, including essential tools, fundamental principles, and practical exercises."
417,Explain the mechanics of the internet's infrastructure.,"Act as a cybersecurity analyst. Explain the internet's infrastructure, focusing on potential vulnerabilities, threat vectors, and recommended security measures."
418,Discuss the implications of AI ethics.,"Act as an ethical AI developer. Discuss the future implications of AI ethics on technology and society, considering both potential breakthroughs and ethical challenges."
419,Design an infographic for a new startup.,"Act as a skilled graphic designer. Develop a comprehensive design brief and creative concepts for an infographic, considering target audience, brand identity, and visual hierarchy."
420,What are the key features of drones?,"Act as an experienced travel guide. Evaluate drones? from a traveler's perspective, highlighting their utility and convenience for various travel scenarios."
421,Create a YouTube video script about climate change solutions.,"Act as a seasoned journalist. Draft an investigative news report on climate change solutions, ensuring factual accuracy, unbiased reporting, and engaging storytelling."
422,Explain the concept of cryptocurrency.,"Act as a financial advisor for startups. Explain cryptocurrency, emphasizing the data-driven aspects, relevant metrics, and potential for predictive modeling."
423,Give me a recipe for gourmet dessert.,"Act as a world-renowned chef. Craft a gourmet recipe for gourmet dessert, including unique ingredient pairings, advanced techniques, and presentation tips."
424,Analyze the impact of gig economy.,"Act as a pragmatic urban planner. Analyze the socio-economic and environmental impact of gig economy, proposing sustainable urban development strategies."
425,What is the best way to run a marathon?,Act as a professional fitness coach. Design a personalized workout and nutrition plan for someone looking to run a marathon? effectively and sustainably.
426,Write a short story about an eccentric inventor in a bustling futuristic city.,"Act as a creative fiction writer. Develop a compelling short story based on an eccentric inventor in a bustling futuristic city, focusing on character development, plot twists, and evocative imagery."
